jerseyid,orderid,jerseyname,jerseynumber,team,jerseytype,jerseyyear,jerseysize,jerseyprice,quantitysold,datesold
8394,3301,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2023,S,129.99,1,2022-08-07
8395,3302,CeeDee Lamb,88,Dallas Cowboys,Alternate,2019,XL,139.99,1,2022-01-10
8396,3302,DK Metcalf,14,Seattle Seahawks,Home,2024,L,129.99,1,2022-01-10
8397,3303,Joe Burrow,9,Cincinnati Bengals,Alternate,2023,XXL,139.99,1,2025-12-13
8398,3303,Jordan Love,10,Green Bay Packers,Away,2020,L,149.99,1,2025-12-13
8399,3303,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2025,M,139.99,1,2025-12-13
8400,3304,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2022,L,149.99,2,2020-02-24
8401,3304,DK Metcalf,14,Seattle Seahawks,Home,2025,XXL,119.99,3,2020-02-24
8402,3304,Lamar Jackson,8,Baltimore Ravens,Home,2021,M,139.99,2,2020-02-24
8403,3304,CeeDee Lamb,88,Dallas Cowboys,Home,2019,XXL,129.99,1,2020-02-24
8404,3305,Josh Allen,17,Buffalo Bills,Away,2019,XL,129.99,2,2020-05-13
8405,3306,Christian McCaffrey,23,San Francisco 49ers,Alternate,2022,XXL,139.99,2,2024-08-25
8406,3306,Lamar Jackson,8,Baltimore Ravens,Away,2025,S,149.99,1,2024-08-25
8407,3306,DK Metcalf,14,Seattle Seahawks,Away,2022,XL,149.99,1,2024-08-25
8408,3307,Joe Burrow,9,Cincinnati Bengals,Home,2025,XL,139.99,3,2019-12-05
8409,3307,Joe Burrow,9,Cincinnati Bengals,Home,2020,S,139.99,1,2019-12-05
8410,3308,Patrick Mahomes,15,Kansas City Chiefs,Away,2024,L,119.99,2,2020-09-10
8411,3308,Joe Burrow,9,Cincinnati Bengals,Away,2022,S,149.99,2,2020-09-10
8412,3309,Jordan Love,10,Green Bay Packers,Home,2019,XXL,139.99,2,2024-07-21
8413,3309,Josh Allen,17,Buffalo Bills,Alternate,2024,XL,139.99,1,2024-07-21
8414,3309,Lamar Jackson,8,Baltimore Ravens,Away,2021,XL,139.99,3,2024-07-21
8415,3310,DK Metcalf,14,Seattle Seahawks,Alternate,2025,L,139.99,1,2021-11-06
8416,3310,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2024,L,119.99,1,2021-11-06
8417,3310,Jordan Love,10,Green Bay Packers,Alternate,2024,L,119.99,3,2021-11-06
8418,3310,Patrick Mahomes,15,Kansas City Chiefs,Away,2022,XL,119.99,3,2021-11-06
8419,3311,DK Metcalf,14,Seattle Seahawks,Alternate,2019,S,149.99,2,2019-01-19
8420,3311,Jordan Love,10,Green Bay Packers,Alternate,2024,XL,119.99,1,2019-01-19
8421,3312,Joe Burrow,9,Cincinnati Bengals,Home,2023,XL,149.99,2,2020-06-09
8422,3312,Josh Allen,17,Buffalo Bills,Away,2023,M,139.99,3,2020-06-09
8423,3312,Jalen Hurts,1,Philadelphia Eagles,Away,2020,XL,139.99,3,2020-06-09
8424,3312,Joe Burrow,9,Cincinnati Bengals,Home,2021,XL,139.99,2,2020-06-09
8425,3313,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2024,XXL,119.99,3,2023-12-12
8426,3314,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2022,S,129.99,1,2021-02-15
8427,3314,Josh Allen,17,Buffalo Bills,Home,2024,L,139.99,2,2021-02-15
8428,3314,DK Metcalf,14,Seattle Seahawks,Home,2024,XL,119.99,3,2021-02-15
8429,3314,Lamar Jackson,8,Baltimore Ravens,Away,2023,L,139.99,3,2021-02-15
8430,3315,DK Metcalf,14,Seattle Seahawks,Home,2024,L,149.99,2,2019-05-01
8431,3315,Jalen Hurts,1,Philadelphia Eagles,Alternate,2022,S,119.99,3,2019-05-01
8432,3315,Joe Burrow,9,Cincinnati Bengals,Home,2025,M,149.99,1,2019-05-01
8433,3315,Amon-Ra St. Brown,14,Detroit Lions,Home,2025,XXL,129.99,1,2019-05-01
8434,3316,Christian McCaffrey,23,San Francisco 49ers,Away,2019,S,149.99,1,2020-09-24
8435,3317,DK Metcalf,14,Seattle Seahawks,Away,2024,XL,149.99,2,2022-09-13
8436,3317,Joe Burrow,9,Cincinnati Bengals,Alternate,2025,M,149.99,3,2022-09-13
8437,3318,CeeDee Lamb,88,Dallas Cowboys,Home,2020,S,129.99,2,2019-03-23
8438,3319,Josh Allen,17,Buffalo Bills,Away,2023,XXL,139.99,3,2021-03-09
8439,3319,Jalen Hurts,1,Philadelphia Eagles,Away,2022,XXL,129.99,2,2021-03-09
8440,3319,Patrick Mahomes,15,Kansas City Chiefs,Away,2025,XL,149.99,2,2021-03-09
8441,3320,Jalen Hurts,1,Philadelphia Eagles,Alternate,2022,S,149.99,2,2021-10-04
8442,3320,Lamar Jackson,8,Baltimore Ravens,Away,2021,XL,149.99,1,2021-10-04
8443,3320,Patrick Mahomes,15,Kansas City Chiefs,Home,2021,XL,149.99,1,2021-10-04
8444,3321,Jalen Hurts,1,Philadelphia Eagles,Away,2020,L,149.99,3,2023-04-17
8445,3321,Jordan Love,10,Green Bay Packers,Away,2022,S,149.99,3,2023-04-17
8446,3321,Amon-Ra St. Brown,14,Detroit Lions,Home,2023,XL,119.99,3,2023-04-17
8447,3321,Jalen Hurts,1,Philadelphia Eagles,Alternate,2019,S,149.99,1,2023-04-17
8448,3322,DK Metcalf,14,Seattle Seahawks,Away,2025,S,139.99,3,2025-02-05
8449,3322,Josh Allen,17,Buffalo Bills,Alternate,2019,M,149.99,1,2025-02-05
8450,3323,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2025,XXL,149.99,1,2023-11-07
8451,3323,Josh Allen,17,Buffalo Bills,Away,2021,S,149.99,2,2023-11-07
8452,3323,Amon-Ra St. Brown,14,Detroit Lions,Home,2021,XL,139.99,2,2023-11-07
8453,3323,Christian McCaffrey,23,San Francisco 49ers,Away,2021,M,149.99,3,2023-11-07
8454,3324,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,XL,139.99,3,2021-11-08
8455,3324,CeeDee Lamb,88,Dallas Cowboys,Alternate,2023,S,119.99,2,2021-11-08
8456,3324,Patrick Mahomes,15,Kansas City Chiefs,Home,2023,L,149.99,1,2021-11-08
8457,3325,Lamar Jackson,8,Baltimore Ravens,Home,2025,XL,139.99,3,2022-09-20
8458,3325,Lamar Jackson,8,Baltimore Ravens,Home,2025,S,129.99,2,2022-09-20
8459,3325,DK Metcalf,14,Seattle Seahawks,Home,2024,XXL,149.99,3,2022-09-20
8460,3325,Jalen Hurts,1,Philadelphia Eagles,Home,2024,XXL,149.99,2,2022-09-20
8461,3326,Christian McCaffrey,23,San Francisco 49ers,Away,2022,XXL,119.99,2,2025-10-13
8462,3326,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2024,XL,139.99,2,2025-10-13
8463,3326,Jalen Hurts,1,Philadelphia Eagles,Home,2023,XL,129.99,1,2025-10-13
8464,3327,Christian McCaffrey,23,San Francisco 49ers,Away,2023,XL,129.99,1,2025-06-12
8465,3327,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2019,XXL,119.99,3,2025-06-12
8466,3327,Lamar Jackson,8,Baltimore Ravens,Home,2025,XL,119.99,1,2025-06-12
8467,3327,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2024,XL,129.99,3,2025-06-12
8468,3328,Patrick Mahomes,15,Kansas City Chiefs,Away,2019,XXL,139.99,1,2023-10-20
8469,3328,Lamar Jackson,8,Baltimore Ravens,Alternate,2023,XL,129.99,1,2023-10-20
8470,3328,DK Metcalf,14,Seattle Seahawks,Home,2024,XL,119.99,3,2023-10-20
8471,3328,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,L,119.99,1,2023-10-20
8472,3329,DK Metcalf,14,Seattle Seahawks,Alternate,2025,XXL,119.99,3,2023-05-11
8473,3329,DK Metcalf,14,Seattle Seahawks,Alternate,2022,M,139.99,1,2023-05-11
8474,3329,Christian McCaffrey,23,San Francisco 49ers,Away,2019,XL,139.99,2,2023-05-11
8475,3330,Jordan Love,10,Green Bay Packers,Alternate,2020,L,119.99,2,2021-12-03
8476,3330,Jalen Hurts,1,Philadelphia Eagles,Alternate,2019,XL,149.99,3,2021-12-03
8477,3331,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2022,M,119.99,1,2023-03-21
8478,3331,Amon-Ra St. Brown,14,Detroit Lions,Home,2024,XL,119.99,3,2023-03-21
8479,3332,Amon-Ra St. Brown,14,Detroit Lions,Away,2021,L,139.99,1,2022-10-19
8480,3332,Lamar Jackson,8,Baltimore Ravens,Away,2024,XXL,149.99,2,2022-10-19
8481,3333,Patrick Mahomes,15,Kansas City Chiefs,Home,2019,L,149.99,3,2024-04-09
8482,3334,Jordan Love,10,Green Bay Packers,Away,2021,M,129.99,2,2019-12-07
8483,3334,Lamar Jackson,8,Baltimore Ravens,Home,2022,L,129.99,2,2019-12-07
8484,3334,Joe Burrow,9,Cincinnati Bengals,Home,2021,XL,129.99,2,2019-12-07
8485,3335,Amon-Ra St. Brown,14,Detroit Lions,Away,2025,XXL,139.99,2,2024-05-08
8486,3335,Lamar Jackson,8,Baltimore Ravens,Alternate,2024,M,129.99,2,2024-05-08
8487,3335,Joe Burrow,9,Cincinnati Bengals,Home,2022,S,139.99,2,2024-05-08
8488,3336,CeeDee Lamb,88,Dallas Cowboys,Away,2020,M,139.99,3,2020-07-08
8489,3336,DK Metcalf,14,Seattle Seahawks,Away,2025,S,129.99,2,2020-07-08
8490,3336,DK Metcalf,14,Seattle Seahawks,Alternate,2022,XL,149.99,3,2020-07-08
8491,3337,DK Metcalf,14,Seattle Seahawks,Home,2024,L,129.99,2,2023-01-06
8492,3337,Lamar Jackson,8,Baltimore Ravens,Away,2025,L,129.99,1,2023-01-06
8493,3337,Patrick Mahomes,15,Kansas City Chiefs,Home,2023,L,119.99,2,2023-01-06
8494,3338,Christian McCaffrey,23,San Francisco 49ers,Alternate,2025,M,139.99,1,2025-01-01
8495,3338,Josh Allen,17,Buffalo Bills,Away,2023,L,149.99,3,2025-01-01
8496,3338,Jordan Love,10,Green Bay Packers,Away,2022,XL,149.99,2,2025-01-01
8497,3339,CeeDee Lamb,88,Dallas Cowboys,Away,2020,S,149.99,3,2022-03-06
8498,3340,DK Metcalf,14,Seattle Seahawks,Alternate,2021,M,149.99,2,2022-06-28
8499,3340,Christian McCaffrey,23,San Francisco 49ers,Away,2021,M,129.99,3,2022-06-28
8500,3340,Amon-Ra St. Brown,14,Detroit Lions,Home,2025,XXL,129.99,2,2022-06-28
8501,3340,Joe Burrow,9,Cincinnati Bengals,Alternate,2020,S,119.99,2,2022-06-28
8502,3341,Josh Allen,17,Buffalo Bills,Alternate,2019,S,129.99,1,2022-12-02
8503,3341,CeeDee Lamb,88,Dallas Cowboys,Alternate,2021,S,119.99,2,2022-12-02
8504,3341,Joe Burrow,9,Cincinnati Bengals,Home,2022,L,149.99,2,2022-12-02
8505,3342,Amon-Ra St. Brown,14,Detroit Lions,Away,2025,M,149.99,2,2020-12-18
8506,3342,Patrick Mahomes,15,Kansas City Chiefs,Home,2024,XL,119.99,2,2020-12-18
8507,3342,Jalen Hurts,1,Philadelphia Eagles,Alternate,2024,S,129.99,1,2020-12-18
8508,3343,DK Metcalf,14,Seattle Seahawks,Home,2021,XL,149.99,1,2023-01-23
8509,3344,Jordan Love,10,Green Bay Packers,Home,2019,S,129.99,3,2025-07-02
8510,3345,Lamar Jackson,8,Baltimore Ravens,Home,2020,XXL,119.99,3,2021-12-27
8511,3345,Patrick Mahomes,15,Kansas City Chiefs,Home,2020,S,149.99,1,2021-12-27
8512,3345,Amon-Ra St. Brown,14,Detroit Lions,Away,2019,XXL,119.99,1,2021-12-27
8513,3345,Lamar Jackson,8,Baltimore Ravens,Home,2025,S,129.99,3,2021-12-27
8514,3346,Lamar Jackson,8,Baltimore Ravens,Home,2022,XL,119.99,2,2020-09-18
8515,3346,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2025,XXL,119.99,2,2020-09-18
8516,3346,CeeDee Lamb,88,Dallas Cowboys,Home,2019,S,119.99,3,2020-09-18
8517,3347,Lamar Jackson,8,Baltimore Ravens,Alternate,2021,S,139.99,3,2023-01-25
8518,3348,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2019,XXL,119.99,2,2023-08-21
8519,3348,Lamar Jackson,8,Baltimore Ravens,Away,2022,L,119.99,3,2023-08-21
8520,3348,Christian McCaffrey,23,San Francisco 49ers,Away,2020,L,139.99,2,2023-08-21
8521,3348,Christian McCaffrey,23,San Francisco 49ers,Home,2023,S,119.99,3,2023-08-21
8522,3349,Christian McCaffrey,23,San Francisco 49ers,Away,2025,L,119.99,2,2025-05-17
8523,3349,CeeDee Lamb,88,Dallas Cowboys,Home,2020,M,139.99,2,2025-05-17
8524,3349,Jordan Love,10,Green Bay Packers,Alternate,2023,M,149.99,2,2025-05-17
8525,3349,Lamar Jackson,8,Baltimore Ravens,Alternate,2025,XL,129.99,3,2025-05-17
8526,3350,CeeDee Lamb,88,Dallas Cowboys,Alternate,2019,M,149.99,2,2024-05-02
8527,3350,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,S,139.99,3,2024-05-02
8528,3350,Christian McCaffrey,23,San Francisco 49ers,Alternate,2025,XXL,119.99,2,2024-05-02
8529,3350,DK Metcalf,14,Seattle Seahawks,Away,2023,XXL,149.99,1,2024-05-02
8530,3351,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2021,XXL,149.99,1,2024-06-27
8531,3351,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,L,139.99,3,2024-06-27
8532,3351,Josh Allen,17,Buffalo Bills,Away,2024,XL,119.99,1,2024-06-27
8533,3351,Jalen Hurts,1,Philadelphia Eagles,Away,2019,L,149.99,2,2024-06-27
8534,3352,Josh Allen,17,Buffalo Bills,Alternate,2025,S,119.99,3,2025-07-23
8535,3352,Joe Burrow,9,Cincinnati Bengals,Alternate,2024,M,129.99,3,2025-07-23
8536,3352,Lamar Jackson,8,Baltimore Ravens,Home,2021,XXL,139.99,1,2025-07-23
8537,3353,Amon-Ra St. Brown,14,Detroit Lions,Away,2020,M,139.99,2,2025-07-04
8538,3353,Christian McCaffrey,23,San Francisco 49ers,Away,2022,L,139.99,3,2025-07-04
8539,3354,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2023,S,149.99,3,2020-07-19
8540,3354,Christian McCaffrey,23,San Francisco 49ers,Alternate,2024,L,119.99,2,2020-07-19
8541,3354,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,S,149.99,3,2020-07-19
8542,3355,Jordan Love,10,Green Bay Packers,Away,2022,XL,119.99,2,2025-12-17
8543,3355,Jalen Hurts,1,Philadelphia Eagles,Away,2024,S,139.99,1,2025-12-17
8544,3356,Josh Allen,17,Buffalo Bills,Alternate,2022,M,149.99,2,2019-04-22
8545,3356,Josh Allen,17,Buffalo Bills,Away,2025,XXL,139.99,2,2019-04-22
8546,3356,CeeDee Lamb,88,Dallas Cowboys,Away,2021,XXL,129.99,1,2019-04-22
8547,3357,CeeDee Lamb,88,Dallas Cowboys,Away,2020,XXL,139.99,1,2022-04-15
8548,3357,Josh Allen,17,Buffalo Bills,Away,2020,XL,119.99,2,2022-04-15
8549,3357,Amon-Ra St. Brown,14,Detroit Lions,Away,2021,XXL,149.99,2,2022-04-15
8550,3357,Amon-Ra St. Brown,14,Detroit Lions,Away,2024,M,139.99,2,2022-04-15
8551,3358,DK Metcalf,14,Seattle Seahawks,Alternate,2020,M,119.99,3,2020-01-26
8552,3358,Patrick Mahomes,15,Kansas City Chiefs,Away,2021,S,139.99,1,2020-01-26
8553,3358,CeeDee Lamb,88,Dallas Cowboys,Home,2021,XXL,149.99,1,2020-01-26
8554,3358,DK Metcalf,14,Seattle Seahawks,Away,2020,XXL,119.99,2,2020-01-26
8555,3359,Josh Allen,17,Buffalo Bills,Away,2025,XL,119.99,3,2023-03-28
8556,3359,CeeDee Lamb,88,Dallas Cowboys,Away,2024,XL,149.99,1,2023-03-28
8557,3359,Josh Allen,17,Buffalo Bills,Home,2023,XL,129.99,3,2023-03-28
8558,3360,CeeDee Lamb,88,Dallas Cowboys,Alternate,2021,XXL,139.99,2,2019-12-19
8559,3360,Joe Burrow,9,Cincinnati Bengals,Alternate,2020,XL,149.99,3,2019-12-19
8560,3360,Christian McCaffrey,23,San Francisco 49ers,Home,2020,L,139.99,3,2019-12-19
8561,3360,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2019,L,129.99,1,2019-12-19
8562,3361,Patrick Mahomes,15,Kansas City Chiefs,Away,2020,M,119.99,1,2024-07-23
8563,3361,DK Metcalf,14,Seattle Seahawks,Away,2025,L,119.99,1,2024-07-23
8564,3361,CeeDee Lamb,88,Dallas Cowboys,Alternate,2022,S,129.99,2,2024-07-23
8565,3361,Patrick Mahomes,15,Kansas City Chiefs,Home,2021,S,149.99,3,2024-07-23
8566,3362,Lamar Jackson,8,Baltimore Ravens,Alternate,2022,XXL,119.99,1,2022-08-24
8567,3363,Lamar Jackson,8,Baltimore Ravens,Away,2019,L,119.99,2,2025-04-06
8568,3363,Jordan Love,10,Green Bay Packers,Away,2023,XXL,129.99,1,2025-04-06
8569,3364,Joe Burrow,9,Cincinnati Bengals,Away,2022,XL,139.99,3,2024-04-27
8570,3365,Amon-Ra St. Brown,14,Detroit Lions,Home,2023,L,149.99,1,2020-06-17
8571,3365,Jalen Hurts,1,Philadelphia Eagles,Home,2021,XL,139.99,2,2020-06-17
8572,3366,Lamar Jackson,8,Baltimore Ravens,Alternate,2023,M,119.99,2,2023-06-03
8573,3367,Joe Burrow,9,Cincinnati Bengals,Away,2023,XXL,139.99,2,2025-10-04
8574,3368,Christian McCaffrey,23,San Francisco 49ers,Alternate,2025,L,129.99,3,2024-05-26
8575,3369,Christian McCaffrey,23,San Francisco 49ers,Home,2021,S,139.99,1,2019-09-15
8576,3369,Jordan Love,10,Green Bay Packers,Alternate,2025,L,119.99,1,2019-09-15
8577,3370,Amon-Ra St. Brown,14,Detroit Lions,Away,2020,XXL,129.99,2,2025-04-10
8578,3370,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2023,XXL,139.99,1,2025-04-10
8579,3370,DK Metcalf,14,Seattle Seahawks,Alternate,2024,S,139.99,2,2025-04-10
8580,3370,Jalen Hurts,1,Philadelphia Eagles,Alternate,2025,XXL,119.99,2,2025-04-10
8581,3371,Christian McCaffrey,23,San Francisco 49ers,Alternate,2021,S,149.99,2,2022-01-08
8582,3371,Lamar Jackson,8,Baltimore Ravens,Home,2021,S,129.99,2,2022-01-08
8583,3371,DK Metcalf,14,Seattle Seahawks,Alternate,2021,S,149.99,1,2022-01-08
8584,3371,Patrick Mahomes,15,Kansas City Chiefs,Away,2020,M,139.99,3,2022-01-08
8585,3372,Joe Burrow,9,Cincinnati Bengals,Home,2023,XL,129.99,3,2025-01-06
8586,3372,DK Metcalf,14,Seattle Seahawks,Home,2020,XL,119.99,3,2025-01-06
8587,3372,CeeDee Lamb,88,Dallas Cowboys,Away,2021,XL,129.99,1,2025-01-06
8588,3372,Joe Burrow,9,Cincinnati Bengals,Home,2019,S,129.99,2,2025-01-06
8589,3373,Christian McCaffrey,23,San Francisco 49ers,Home,2021,XL,139.99,2,2022-11-06
8590,3374,CeeDee Lamb,88,Dallas Cowboys,Away,2020,M,149.99,3,2023-05-27
8591,3374,Christian McCaffrey,23,San Francisco 49ers,Home,2020,XL,139.99,1,2023-05-27
8592,3374,CeeDee Lamb,88,Dallas Cowboys,Home,2021,L,139.99,3,2023-05-27
8593,3375,Jordan Love,10,Green Bay Packers,Home,2025,L,129.99,1,2024-10-03
8594,3375,Joe Burrow,9,Cincinnati Bengals,Away,2025,M,139.99,2,2024-10-03
8595,3375,Amon-Ra St. Brown,14,Detroit Lions,Away,2019,L,129.99,1,2024-10-03
8596,3376,Josh Allen,17,Buffalo Bills,Home,2020,L,139.99,2,2024-08-22
8597,3376,Joe Burrow,9,Cincinnati Bengals,Away,2024,L,119.99,1,2024-08-22
8598,3376,Jordan Love,10,Green Bay Packers,Away,2025,L,119.99,1,2024-08-22
8599,3376,Josh Allen,17,Buffalo Bills,Home,2019,XXL,119.99,3,2024-08-22
8600,3377,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2022,XL,119.99,3,2020-12-01
8601,3378,Patrick Mahomes,15,Kansas City Chiefs,Away,2020,M,149.99,3,2023-07-27
8602,3378,Josh Allen,17,Buffalo Bills,Away,2019,M,129.99,1,2023-07-27
8603,3379,Josh Allen,17,Buffalo Bills,Alternate,2024,XXL,129.99,1,2020-09-23
8604,3380,Jalen Hurts,1,Philadelphia Eagles,Away,2025,L,129.99,2,2020-09-15
8605,3380,Patrick Mahomes,15,Kansas City Chiefs,Home,2025,S,149.99,2,2020-09-15
8606,3381,Jalen Hurts,1,Philadelphia Eagles,Alternate,2024,XXL,119.99,3,2020-02-13
8607,3381,Jordan Love,10,Green Bay Packers,Alternate,2023,L,149.99,1,2020-02-13
8608,3381,Christian McCaffrey,23,San Francisco 49ers,Home,2025,L,139.99,1,2020-02-13
8609,3381,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2021,XL,149.99,3,2020-02-13
8610,3382,Lamar Jackson,8,Baltimore Ravens,Away,2023,S,129.99,2,2020-08-10
8611,3383,Joe Burrow,9,Cincinnati Bengals,Home,2024,XXL,149.99,1,2024-09-18
8612,3384,Patrick Mahomes,15,Kansas City Chiefs,Away,2023,M,149.99,2,2021-06-06
8613,3384,Lamar Jackson,8,Baltimore Ravens,Alternate,2020,M,129.99,1,2021-06-06
8614,3384,Christian McCaffrey,23,San Francisco 49ers,Away,2021,XL,129.99,3,2021-06-06
8615,3384,Lamar Jackson,8,Baltimore Ravens,Alternate,2020,XXL,129.99,2,2021-06-06
8616,3385,DK Metcalf,14,Seattle Seahawks,Alternate,2022,XL,139.99,3,2025-09-27
8617,3385,DK Metcalf,14,Seattle Seahawks,Away,2019,XL,149.99,2,2025-09-27
8618,3385,Lamar Jackson,8,Baltimore Ravens,Alternate,2024,L,139.99,3,2025-09-27
8619,3386,Patrick Mahomes,15,Kansas City Chiefs,Home,2020,L,149.99,3,2025-04-16
8620,3386,Jalen Hurts,1,Philadelphia Eagles,Away,2025,L,119.99,3,2025-04-16
8621,3386,Christian McCaffrey,23,San Francisco 49ers,Alternate,2023,L,139.99,1,2025-04-16
8622,3387,Lamar Jackson,8,Baltimore Ravens,Away,2019,XL,149.99,2,2024-02-07
8623,3387,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2025,S,149.99,2,2024-02-07
8624,3388,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,S,149.99,2,2022-06-01
8625,3388,Josh Allen,17,Buffalo Bills,Away,2022,M,119.99,1,2022-06-01
8626,3388,DK Metcalf,14,Seattle Seahawks,Alternate,2024,S,119.99,2,2022-06-01
8627,3389,Lamar Jackson,8,Baltimore Ravens,Alternate,2022,L,139.99,3,2023-11-07
8628,3389,Josh Allen,17,Buffalo Bills,Alternate,2025,S,119.99,3,2023-11-07
8629,3389,Josh Allen,17,Buffalo Bills,Away,2019,XL,129.99,3,2023-11-07
8630,3390,Josh Allen,17,Buffalo Bills,Home,2023,XL,129.99,2,2023-09-18
8631,3390,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2023,XL,119.99,1,2023-09-18
8632,3390,Jalen Hurts,1,Philadelphia Eagles,Alternate,2025,M,149.99,2,2023-09-18
8633,3390,DK Metcalf,14,Seattle Seahawks,Home,2024,XXL,119.99,1,2023-09-18
8634,3391,Joe Burrow,9,Cincinnati Bengals,Home,2025,S,119.99,3,2022-05-25
8635,3392,CeeDee Lamb,88,Dallas Cowboys,Home,2019,L,149.99,2,2024-06-02
8636,3392,Amon-Ra St. Brown,14,Detroit Lions,Home,2023,M,149.99,1,2024-06-02
8637,3392,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2022,M,129.99,2,2024-06-02
8638,3393,DK Metcalf,14,Seattle Seahawks,Alternate,2023,M,149.99,2,2022-03-01
8639,3393,Joe Burrow,9,Cincinnati Bengals,Alternate,2020,XL,119.99,3,2022-03-01
8640,3393,Amon-Ra St. Brown,14,Detroit Lions,Away,2021,M,119.99,2,2022-03-01
8641,3393,Lamar Jackson,8,Baltimore Ravens,Away,2019,L,129.99,2,2022-03-01
8642,3394,Jordan Love,10,Green Bay Packers,Alternate,2025,S,129.99,3,2023-06-30
8643,3394,Jalen Hurts,1,Philadelphia Eagles,Home,2020,XL,129.99,3,2023-06-30
8644,3395,Patrick Mahomes,15,Kansas City Chiefs,Home,2019,XL,149.99,3,2020-11-08
8645,3395,Christian McCaffrey,23,San Francisco 49ers,Home,2025,L,139.99,1,2020-11-08
8646,3396,Josh Allen,17,Buffalo Bills,Away,2020,XL,149.99,1,2025-12-27
8647,3396,Josh Allen,17,Buffalo Bills,Away,2020,XXL,129.99,3,2025-12-27
8648,3397,Patrick Mahomes,15,Kansas City Chiefs,Away,2022,S,139.99,2,2023-07-11
8649,3397,Joe Burrow,9,Cincinnati Bengals,Alternate,2020,XXL,149.99,2,2023-07-11
8650,3398,Christian McCaffrey,23,San Francisco 49ers,Home,2025,XXL,149.99,3,2022-09-18
8651,3398,Jordan Love,10,Green Bay Packers,Alternate,2020,M,139.99,2,2022-09-18
8652,3398,Jalen Hurts,1,Philadelphia Eagles,Away,2023,XL,119.99,2,2022-09-18
8653,3399,Joe Burrow,9,Cincinnati Bengals,Alternate,2020,XXL,149.99,3,2019-02-13
8654,3400,Christian McCaffrey,23,San Francisco 49ers,Home,2024,M,149.99,3,2025-10-23
8655,3400,Amon-Ra St. Brown,14,Detroit Lions,Away,2019,S,119.99,1,2025-10-23
8656,3400,Christian McCaffrey,23,San Francisco 49ers,Away,2024,XXL,129.99,3,2025-10-23
8657,3400,Jordan Love,10,Green Bay Packers,Alternate,2022,XL,149.99,1,2025-10-23
8658,3401,Christian McCaffrey,23,San Francisco 49ers,Away,2021,S,129.99,2,2025-06-09
8659,3402,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,XL,119.99,1,2021-05-01
8660,3402,Josh Allen,17,Buffalo Bills,Home,2024,XXL,139.99,3,2021-05-01
8661,3402,Amon-Ra St. Brown,14,Detroit Lions,Away,2020,M,129.99,3,2021-05-01
8662,3402,Christian McCaffrey,23,San Francisco 49ers,Away,2024,XXL,149.99,3,2021-05-01
8663,3403,Patrick Mahomes,15,Kansas City Chiefs,Away,2021,S,129.99,2,2022-11-14
8664,3404,DK Metcalf,14,Seattle Seahawks,Away,2025,M,129.99,2,2020-01-02
8665,3404,Jordan Love,10,Green Bay Packers,Away,2021,S,149.99,2,2020-01-02
8666,3404,CeeDee Lamb,88,Dallas Cowboys,Alternate,2022,M,119.99,3,2020-01-02
8667,3404,Lamar Jackson,8,Baltimore Ravens,Home,2021,L,139.99,2,2020-01-02
8668,3405,Jordan Love,10,Green Bay Packers,Home,2019,S,149.99,3,2023-08-31
8669,3405,Lamar Jackson,8,Baltimore Ravens,Home,2019,L,149.99,1,2023-08-31
8670,3405,Josh Allen,17,Buffalo Bills,Away,2021,S,129.99,3,2023-08-31
8671,3405,CeeDee Lamb,88,Dallas Cowboys,Home,2021,M,129.99,2,2023-08-31
8672,3406,Jordan Love,10,Green Bay Packers,Home,2025,XXL,119.99,1,2021-01-13
8673,3406,Josh Allen,17,Buffalo Bills,Home,2020,XXL,139.99,1,2021-01-13
8674,3407,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2025,S,129.99,2,2021-06-29
8675,3407,Amon-Ra St. Brown,14,Detroit Lions,Home,2025,L,139.99,1,2021-06-29
